,CBSACode,CBSATitle,geo_licode_n,geo_text,metro,mainmatch,matchtype,CSA,CSATitle,cbsa_nearest,cbsa_nearest_name,cbsa_nearest_distance
180,15260,"Brunswick, GA","Savannah, Georgia Area","Savannah, Georgia Area",1,0,Driving Distance,,,42340.0,"Savannah, GA",71.89451
181,25940,"Hilton Head Island-Bluffton-Beaufort, SC","Savannah, Georgia Area","Savannah, Georgia Area",1,0,Driving Distance,,,42340.0,"Savannah, GA",36.23526
182,27700,"Jesup, GA","Savannah, Georgia Area","Savannah, Georgia Area",0,0,Driving Distance,,,42340.0,"Savannah, GA",73.007385
183,47080,"Vidalia, GA","Savannah, Georgia Area","Savannah, Georgia Area",0,0,Driving Distance,,,42340.0,"Savannah, GA",83.66017
184,46520,"Urban Honolulu, HI",Hawaiian Islands,Hawaiian Islands,1,1,Main Match,,,,,
185,27980,"Kahului-Wailuku-Lahaina, HI",Hawaiian Islands,Hawaiian Islands,1,0,Driving Distance,,,46520.0,"Urban Honolulu, HI",554.92676
186,25900,"Hilo, HI",Hawaiian Islands,Hawaiian Islands,0,0,Driving Distance,,,46520.0,"Urban Honolulu, HI",656.54364
187,28180,"Kapaa, HI",Hawaiian Islands,Hawaiian Islands,0,0,Driving Distance,,,46520.0,"Urban Honolulu, HI",341.64288
188,16300,"Cedar Rapids, IA","Cedar Rapids, Iowa Area","Cedar Rapids, Iowa Area",1,1,Main Match,168.0,"Cedar Rapids-Iowa City, IA",,,
189,19340,"Davenport-Moline-Rock Island, IA-IL","Davenport, Iowa Area","Davenport, Iowa Area",1,1,Main Match,209.0,"Davenport-Moline, IA-IL",,,
190,17540,"Clinton, IA","Davenport, Iowa Area","Davenport, Iowa Area",0,0,CSA Match,209.0,"Davenport-Moline, IA-IL",,,
191,34700,"Muscatine, IA","Davenport, Iowa Area","Davenport, Iowa Area",0,0,CSA Match,209.0,"Davenport-Moline, IA-IL",,,
192,15460,"Burlington, IA-IL","Davenport, Iowa Area","Davenport, Iowa Area",0,0,Driving Distance,,,19340.0,"Davenport-Moline-Rock Island, IA-IL",77.850975
193,23660,"Galesburg, IL","Davenport, Iowa Area","Davenport, Iowa Area",0,0,Driving Distance,,,19340.0,"Davenport-Moline-Rock Island, IA-IL",48.30167
194,31380,"Macomb, IL","Davenport, Iowa Area","Davenport, Iowa Area",0,0,Driving Distance,,,19340.0,"Davenport-Moline-Rock Island, IA-IL",74.41666
195,44580,"Sterling, IL","Davenport, Iowa Area","Davenport, Iowa Area",0,0,Driving Distance,221.0,"Dixon-Sterling, IL",19340.0,"Davenport-Moline-Rock Island, IA-IL",48.617947
196,19780,"Des Moines-West Des Moines, IA","Des Moines, Iowa Area","Des Moines, Iowa Area",1,1,Main Match,218.0,"Des Moines-Ames-West Des Moines, IA",,,
197,11180,"Ames, IA","Des Moines, Iowa Area","Des Moines, Iowa Area",1,0,CSA Match,218.0,"Des Moines-Ames-West Des Moines, IA",,,
198,14340,"Boone, IA","Des Moines, Iowa Area","Des Moines, Iowa Area",0,0,CSA Match,218.0,"Des Moines-Ames-West Des Moines, IA",,,
199,35500,"Newton, IA","Des Moines, Iowa Area","Des Moines, Iowa Area",0,0,CSA Match,218.0,"Des Moines-Ames-West Des Moines, IA",,,
200,22700,"Fort Dodge, IA","Des Moines, Iowa Area","Des Moines, Iowa Area",0,0,Driving Distance,,,19780.0,"Des Moines-West Des Moines, IA",74.94917
201,20220,"Dubuque, IA","Dubuque, Iowa Area","Dubuque, Iowa Area",1,1,Main Match,,,,,
202,38420,"Platteville, WI","Dubuque, Iowa Area","Dubuque, Iowa Area",0,0,Driving Distance,,,20220.0,"Dubuque, IA",47.108635
203,26980,"Iowa City, IA","Iowa City, Iowa Area","Iowa City, Iowa Area",1,1,Main Match,168.0,"Cedar Rapids-Iowa City, IA",,,
204,21840,"Fairfield, IA","Iowa City, Iowa Area","Iowa City, Iowa Area",0,0,Driving Distance,,,26980.0,"Iowa City, IA",43.87875
205,22800,"Fort Madison-Keokuk, IA-IL-MO","Iowa City, Iowa Area","Iowa City, Iowa Area",0,0,Driving Distance,,,26980.0,"Iowa City, IA",84.89795
206,36820,"Oskaloosa, IA","Iowa City, Iowa Area","Iowa City, Iowa Area",0,0,Driving Distance,,,26980.0,"Iowa City, IA",63.780647
207,36900,"Ottumwa, IA","Iowa City, Iowa Area","Iowa City, Iowa Area",0,0,Driving Distance,,,26980.0,"Iowa City, IA",80.4247
208,43580,"Sioux City, IA-NE-SD","Sioux City, Iowa Area","Sioux City, Iowa Area",1,1,Main Match,512.0,"Sioux City-Vermillion, IA-SD-NE",,,
209,46820,"Vermillion, SD","Sioux City, Iowa Area","Sioux City, Iowa Area",0,0,CSA Match,512.0,"Sioux City-Vermillion, IA-SD-NE",,,
210,35740,"Norfolk, NE","Sioux City, Iowa Area","Sioux City, Iowa Area",0,0,Driving Distance,,,43580.0,"Sioux City, IA-NE-SD",101.883125
211,43980,"Spencer, IA","Sioux City, Iowa Area","Sioux City, Iowa Area",0,0,Driving Distance,,,43580.0,"Sioux City, IA-NE-SD",88.80078
212,44020,"Spirit Lake, IA","Sioux City, Iowa Area","Sioux City, Iowa Area",0,0,Driving Distance,,,43580.0,"Sioux City, IA-NE-SD",105.54797
213,44740,"Storm Lake, IA","Sioux City, Iowa Area","Sioux City, Iowa Area",0,0,Driving Distance,,,43580.0,"Sioux City, IA-NE-SD",73.49019
214,47940,"Waterloo-Cedar Falls, IA","Waterloo, Iowa Area","Waterloo, Iowa Area",1,1,Main Match,,,,,
215,32260,"Marshalltown, IA","Waterloo, Iowa Area","Waterloo, Iowa Area",0,0,Driving Distance,,,47940.0,"Waterloo-Cedar Falls, IA",62.769676
216,32380,"Mason City, IA","Waterloo, Iowa Area","Waterloo, Iowa Area",0,0,Driving Distance,,,47940.0,"Waterloo-Cedar Falls, IA",86.45696
217,14260,"Boise City, ID","Boise, Idaho Area","Boise, Idaho Area",1,1,Main Match,147.0,"Boise City-Mountain Home-Ontario, ID-OR",,,
218,34300,"Mountain Home, ID","Boise, Idaho Area","Boise, Idaho Area",0,0,CSA Match,147.0,"Boise City-Mountain Home-Ontario, ID-OR",,,
219,36620,"Ontario, OR-ID","Boise, Idaho Area","Boise, Idaho Area",0,0,CSA Match,147.0,"Boise City-Mountain Home-Ontario, ID-OR",,,
220,25200,"Hailey, ID","Boise, Idaho Area","Boise, Idaho Area",0,0,Driving Distance,,,14260.0,"Boise City, ID",114.09929
221,46300,"Twin Falls, ID","Boise, Idaho Area","Boise, Idaho Area",0,0,Driving Distance,,,14260.0,"Boise City, ID",125.96499
222,49080,"Winnemucca, NV","Boise, Idaho Area","Boise, Idaho Area",0,0,Driving Distance,,,14260.0,"Boise City, ID",272.54895
223,38540,"Pocatello, ID","Pocatello, Idaho Area","Pocatello, Idaho Area",1,1,Main Match,,,,,
224,26820,"Idaho Falls, ID","Pocatello, Idaho Area","Pocatello, Idaho Area",1,0,Driving Distance,292.0,"Idaho Falls-Rexburg-Blackfoot, ID",38540.0,"Pocatello, ID",103.501175
225,30860,"Logan, UT-ID","Pocatello, Idaho Area","Pocatello, Idaho Area",1,0,Driving Distance,,,38540.0,"Pocatello, ID",63.576214
226,13940,"Blackfoot, ID","Pocatello, Idaho Area","Pocatello, Idaho Area",0,0,Driving Distance,292.0,"Idaho Falls-Rexburg-Blackfoot, ID",38540.0,"Pocatello, ID",48.517284
227,15420,"Burley, ID","Pocatello, Idaho Area","Pocatello, Idaho Area",0,0,Driving Distance,,,38540.0,"Pocatello, ID",106.514206
228,27220,"Jackson, WY-ID","Pocatello, Idaho Area","Pocatello, Idaho Area",0,0,Driving Distance,,,38540.0,"Pocatello, ID",184.72122
229,39940,"Rexburg, ID","Pocatello, Idaho Area","Pocatello, Idaho Area",0,0,Driving Distance,292.0,"Idaho Falls-Rexburg-Blackfoot, ID",38540.0,"Pocatello, ID",134.30255
230,14010,"Bloomington, IL","Bloomington/Normal, Illinois Area","Bloomington/Normal, Illinois Area",1,1,Main Match,145.0,"Bloomington-Pontiac, IL",,,
231,38700,"Pontiac, IL","Bloomington/Normal, Illinois Area","Bloomington/Normal, Illinois Area",0,0,CSA Match,145.0,"Bloomington-Pontiac, IL",,,
232,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Greater Chicago Area,Greater Chicago Area,1,1,Main Match,176.0,"Chicago-Naperville, IL-IN-WI",,,
233,28100,"Kankakee, IL",Greater Chicago Area,Greater Chicago Area,1,0,CSA Match,176.0,"Chicago-Naperville, IL-IN-WI",,,
234,33140,"Michigan City-La Porte, IN",Greater Chicago Area,Greater Chicago Area,1,0,CSA Match,176.0,"Chicago-Naperville, IL-IN-WI",,,
235,36860,"Ottawa-Peru, IL",Greater Chicago Area,Greater Chicago Area,0,0,CSA Match,176.0,"Chicago-Naperville, IL-IN-WI",,,
236,16580,"Champaign-Urbana, IL","Urbana-Champaign, Illinois Area","Urbana-Champaign, Illinois Area",1,1,Main Match,,,,,
237,19180,"Danville, IL","Urbana-Champaign, Illinois Area","Urbana-Champaign, Illinois Area",1,0,Driving Distance,,,16580.0,"Champaign-Urbana, IL",43.45808
238,19500,"Decatur, IL","Decatur, Illinois Area","Decatur, Illinois Area",1,1,Main Match,,,,,
239,16660,"Charleston-Mattoon, IL","Decatur, Illinois Area","Decatur, Illinois Area",0,0,Driving Distance,,,19500.0,"Decatur, IL",60.858337
240,20820,"Effingham, IL","Decatur, Illinois Area","Decatur, Illinois Area",0,0,Driving Distance,,,19500.0,"Decatur, IL",72.25056
241,37900,"Peoria, IL","Peoria, Illinois Area","Peoria, Illinois Area",1,1,Main Match,426.0,"Peoria-Canton, IL",,,
242,15900,"Canton, IL","Peoria, Illinois Area","Peoria, Illinois Area",0,0,CSA Match,426.0,"Peoria-Canton, IL",,,
243,40420,"Rockford, IL","Rockford, Illinois Area","Rockford, Illinois Area",1,1,Main Match,466.0,"Rockford-Freeport-Rochelle, IL",,,
244,23300,"Freeport, IL","Rockford, Illinois Area","Rockford, Illinois Area",0,0,CSA Match,466.0,"Rockford-Freeport-Rochelle, IL",,,
245,40300,"Rochelle, IL","Rockford, Illinois Area","Rockford, Illinois Area",0,0,CSA Match,466.0,"Rockford-Freeport-Rochelle, IL",,,
246,19940,"Dixon, IL","Rockford, Illinois Area","Rockford, Illinois Area",0,0,Driving Distance,221.0,"Dixon-Sterling, IL",40420.0,"Rockford, IL",61.6481
247,44100,"Springfield, IL","Springfield, Illinois Area","Springfield, Illinois Area",1,1,Main Match,522.0,"Springfield-Jacksonville-Lincoln, IL",,,
248,27300,"Jacksonville, IL","Springfield, Illinois Area","Springfield, Illinois Area",0,0,CSA Match,522.0,"Springfield-Jacksonville-Lincoln, IL",,,
249,30660,"Lincoln, IL","Springfield, Illinois Area","Springfield, Illinois Area",0,0,CSA Match,522.0,"Springfield-Jacksonville-Lincoln, IL",,,
250,45380,"Taylorville, IL","Springfield, Illinois Area","Springfield, Illinois Area",0,0,CSA Match,522.0,"Springfield-Jacksonville-Lincoln, IL",,,
251,39500,"Quincy, IL-MO","Springfield, Illinois Area","Springfield, Illinois Area",0,0,Driving Distance,448.0,"Quincy-Hannibal, IL-MO",44100.0,"Springfield, IL",121.310295
252,14020,"Bloomington, IN","Bloomington, Indiana Area","Bloomington, Indiana Area",1,1,Main Match,144.0,"Bloomington-Bedford, IN",,,
253,13260,"Bedford, IN","Bloomington, Indiana Area","Bloomington, Indiana Area",0,0,CSA Match,144.0,"Bloomington-Bedford, IN",,,
254,21140,"Elkhart-Goshen, IN","Elkhart, Indiana Area","Elkhart, Indiana Area",1,1,Main Match,515.0,"South Bend-Elkhart-Mishawaka, IN-MI",,,
255,47700,"Warsaw, IN","Elkhart, Indiana Area","Elkhart, Indiana Area",0,0,Driving Distance,,,21140.0,"Elkhart-Goshen, IN",27.337847
256,21780,"Evansville, IN-KY","Evansville, Indiana Area","Evansville, Indiana Area",1,1,Main Match,,,,,
257,16060,"Carbondale-Marion, IL","Evansville, Indiana Area","Evansville, Indiana Area",1,0,Driving Distance,,,21780.0,"Evansville, IN-KY",101.15799
258,47780,"Washington, IN","Evansville, Indiana Area","Evansville, Indiana Area",0,0,Driving Distance,,,21780.0,"Evansville, IN-KY",73.91645
259,23060,"Fort Wayne, IN","Fort Wayne, Indiana Area","Fort Wayne, Indiana Area",1,1,Main Match,258.0,"Fort Wayne-Huntington-Auburn, IN",,,
260,11420,"Angola, IN","Fort Wayne, Indiana Area","Fort Wayne, Indiana Area",0,0,CSA Match,258.0,"Fort Wayne-Huntington-Auburn, IN",,,
261,12140,"Auburn, IN","Fort Wayne, Indiana Area","Fort Wayne, Indiana Area",0,0,CSA Match,258.0,"Fort Wayne-Huntington-Auburn, IN",,,
262,19540,"Decatur, IN","Fort Wayne, Indiana Area","Fort Wayne, Indiana Area",0,0,CSA Match,258.0,"Fort Wayne-Huntington-Auburn, IN",,,
263,26540,"Huntington, IN","Fort Wayne, Indiana Area","Fort Wayne, Indiana Area",0,0,CSA Match,258.0,"Fort Wayne-Huntington-Auburn, IN",,,
264,28340,"Kendallville, IN","Fort Wayne, Indiana Area","Fort Wayne, Indiana Area",0,0,CSA Match,258.0,"Fort Wayne-Huntington-Auburn, IN",,,
265,47340,"Wabash, IN","Fort Wayne, Indiana Area","Fort Wayne, Indiana Area",0,0,Driving Distance,,,23060.0,"Fort Wayne, IN",37.814785
266,26900,"Indianapolis-Carmel-Anderson, IN","Indianapolis, Indiana Area","Indianapolis, Indiana Area",1,1,Main Match,294.0,"Indianapolis-Carmel-Muncie, IN",,,
267,18020,"Columbus, IN","Indianapolis, Indiana Area","Indianapolis, Indiana Area",1,0,Largest MSA within CSA,294.0,"Indianapolis-Carmel-Muncie, IN",,,
268,18820,"Crawfordsville, IN","Indianapolis, Indiana Area","Indianapolis, Indiana Area",0,0,Largest MSA within CSA,294.0,"Indianapolis-Carmel-Muncie, IN",,,
269,24700,"Greensburg, IN","Indianapolis, Indiana Area","Indianapolis, Indiana Area",0,0,Largest MSA within CSA,294.0,"Indianapolis-Carmel-Muncie, IN",,,
270,35220,"New Castle, IN","Indianapolis, Indiana Area","Indianapolis, Indiana Area",0,0,Largest MSA within CSA,294.0,"Indianapolis-Carmel-Muncie, IN",,,
271,35860,"North Vernon, IN","Indianapolis, Indiana Area","Indianapolis, Indiana Area",0,0,Largest MSA within CSA,294.0,"Indianapolis-Carmel-Muncie, IN",,,
272,42980,"Seymour, IN","Indianapolis, Indiana Area","Indianapolis, Indiana Area",0,0,Largest MSA within CSA,294.0,"Indianapolis-Carmel-Muncie, IN",,,
273,29020,"Kokomo, IN","Kokomo, Indiana Area","Kokomo, Indiana Area",1,1,Main Match,316.0,"Kokomo-Peru, IN",,,
274,37940,"Peru, IN","Kokomo, Indiana Area","Kokomo, Indiana Area",0,0,CSA Match,316.0,"Kokomo-Peru, IN",,,
275,30900,"Logansport, IN","Kokomo, Indiana Area","Kokomo, Indiana Area",0,0,Driving Distance,,,29020.0,"Kokomo, IN",25.81673
276,31980,"Marion, IN","Kokomo, Indiana Area","Kokomo, Indiana Area",0,0,Driving Distance,,,29020.0,"Kokomo, IN",27.365808
277,29200,"Lafayette-West Lafayette, IN","Lafayette, Indiana Area","Lafayette, Indiana Area",1,1,Main Match,320.0,"Lafayette-West Lafayette-Frankfort, IN",,,
278,23140,"Frankfort, IN","Lafayette, Indiana Area","Lafayette, Indiana Area",0,0,CSA Match,320.0,"Lafayette-West Lafayette-Frankfort, IN",,,
279,34620,"Muncie, IN","Muncie, Indiana Area","Muncie, Indiana Area",1,1,Main Match,294.0,"Indianapolis-Carmel-Muncie, IN",,,
280,18220,"Connersville, IN","Muncie, Indiana Area","Muncie, Indiana Area",0,0,Driving Distance,458.0,"Richmond-Connersville, IN",34620.0,"Muncie, IN",52.963818
281,39980,"Richmond, IN","Muncie, Indiana Area","Muncie, Indiana Area",0,0,Driving Distance,458.0,"Richmond-Connersville, IN",34620.0,"Muncie, IN",40.196503
282,43780,"South Bend-Mishawaka, IN-MI","South Bend, Indiana Area","South Bend, Indiana Area",1,1,Main Match,515.0,"South Bend-Elkhart-Mishawaka, IN-MI",,,
283,38500,"Plymouth, IN","South Bend, Indiana Area","South Bend, Indiana Area",0,0,Largest MSA within CSA,515.0,"South Bend-Elkhart-Mishawaka, IN-MI",,,
284,45460,"Terre Haute, IN","Terre Haute, Indiana Area","Terre Haute, Indiana Area",1,1,Main Match,,,,,
285,47180,"Vincennes, IN","Terre Haute, Indiana Area","Terre Haute, Indiana Area",0,0,Driving Distance,,,45460.0,"Terre Haute, IN",58.54249
286,29940,"Lawrence, KS","Lawrence, Kansas Area","Lawrence, Kansas Area",1,1,Main Match,312.0,"Kansas City-Overland Park-Kansas City, MO-KS",,,
287,45820,"Topeka, KS","Topeka, Kansas Area","Topeka, Kansas Area",1,1,Main Match,,,,,
288,31740,"Manhattan, KS","Topeka, Kansas Area","Topeka, Kansas Area",1,0,Driving Distance,358.0,"Manhattan-Junction City, KS",45820.0,"Topeka, KS",64.97554
289,21380,"Emporia, KS","Topeka, Kansas Area","Topeka, Kansas Area",0,0,Driving Distance,,,45820.0,"Topeka, KS",60.136303
290,27920,"Junction City, KS","Topeka, Kansas Area","Topeka, Kansas Area",0,0,Driving Distance,358.0,"Manhattan-Junction City, KS",45820.0,"Topeka, KS",55.331863
291,48620,"Wichita, KS","Wichita, Kansas Area","Wichita, Kansas Area",1,1,Main Match,556.0,"Wichita-Arkansas City-Winfield, KS",,,
292,11680,"Arkansas City-Winfield, KS","Wichita, Kansas Area","Wichita, Kansas Area",0,0,CSA Match,556.0,"Wichita-Arkansas City-Winfield, KS",,,
293,19980,"Dodge City, KS","Wichita, Kansas Area","Wichita, Kansas Area",0,0,Driving Distance,,,48620.0,"Wichita, KS",148.23618
294,24460,"Great Bend, KS","Wichita, Kansas Area","Wichita, Kansas Area",0,0,Driving Distance,,,48620.0,"Wichita, KS",125.07954
295,25700,"Hays, KS","Wichita, Kansas Area","Wichita, Kansas Area",0,0,Driving Distance,,,48620.0,"Wichita, KS",191.908
296,26740,"Hutchinson, KS","Wichita, Kansas Area","Wichita, Kansas Area",0,0,Driving Distance,,,48620.0,"Wichita, KS",58.078945
297,30580,"Liberal, KS","Wichita, Kansas Area","Wichita, Kansas Area",0,0,Driving Distance,,,48620.0,"Wichita, KS",207.16888
298,32700,"McPherson, KS","Wichita, Kansas Area","Wichita, Kansas Area",0,0,Driving Distance,,,48620.0,"Wichita, KS",69.12319
299,41460,"Salina, KS","Wichita, Kansas Area","Wichita, Kansas Area",0,0,Driving Distance,,,48620.0,"Wichita, KS",105.61571
300,30460,"Lexington-Fayette, KY","Lexington, Kentucky Area","Lexington, Kentucky Area",1,1,Main Match,336.0,"Lexington-Fayette--Richmond--Frankfort, KY",,,
301,23180,"Frankfort, KY","Lexington, Kentucky Area","Lexington, Kentucky Area",0,0,CSA Match,336.0,"Lexington-Fayette--Richmond--Frankfort, KY",,,
302,34460,"Mount Sterling, KY","Lexington, Kentucky Area","Lexington, Kentucky Area",0,0,CSA Match,336.0,"Lexington-Fayette--Richmond--Frankfort, KY",,,
303,40080,"Richmond-Berea, KY","Lexington, Kentucky Area","Lexington, Kentucky Area",0,0,CSA Match,336.0,"Lexington-Fayette--Richmond--Frankfort, KY",,,
304,19220,"Danville, KY","Lexington, Kentucky Area","Lexington, Kentucky Area",0,0,Driving Distance,,,30460.0,"Lexington-Fayette, KY",66.317085
305,43700,"Somerset, KY","Lexington, Kentucky Area","Lexington, Kentucky Area",0,0,Driving Distance,,,30460.0,"Lexington-Fayette, KY",78.34559
306,31140,"Louisville/Jefferson County, KY-IN","Louisville, Kentucky Area","Louisville, Kentucky Area",1,1,Main Match,350.0,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",,,
307,21060,"Elizabethtown-Fort Knox, KY","Louisville, Kentucky Area","Louisville, Kentucky Area",1,0,CSA Match,350.0,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",,,
308,12680,"Bardstown, KY","Louisville, Kentucky Area","Louisville, Kentucky Area",0,0,CSA Match,350.0,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",,,
309,31500,"Madison, IN","Louisville, Kentucky Area","Louisville, Kentucky Area",0,0,CSA Match,350.0,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",,,
310,36980,"Owensboro, KY","Owensboro, Kentucky Area","Owensboro, Kentucky Area",1,1,Main Match,,,,,
311,27540,"Jasper, IN","Owensboro, Kentucky Area","Owensboro, Kentucky Area",0,0,Driving Distance,,,36980.0,"Owensboro, KY",54.33394
312,31580,"Madisonville, KY","Owensboro, Kentucky Area","Owensboro, Kentucky Area",0,0,Driving Distance,,,36980.0,"Owensboro, KY",47.9885
313,23980,"Glasgow, KY","Glasgow/Adair Combined, Kentucky Area","Glasgow/Adair Combined, Kentucky Area",0,1,Main Match,150.0,"Bowling Green-Glasgow, KY",,,
314,15820,"Campbellsville, KY","Glasgow/Adair Combined, Kentucky Area","Glasgow/Adair Combined, Kentucky Area",0,0,Driving Distance,,,23980.0,"Glasgow, KY",61.12739
315,18260,"Cookeville, TN","Glasgow/Adair Combined, Kentucky Area","Glasgow/Adair Combined, Kentucky Area",0,0,Driving Distance,,,23980.0,"Glasgow, KY",74.87896
316,14540,"Bowling Green, KY","Bowling Green/Allen/Logan/Simpson Combined, Kentucky Area","Bowling Green/Allen/Logan/Simpson Combined, Kentucky Area",1,1,Main Match,150.0,"Bowling Green-Glasgow, KY",,,
317,10780,"Alexandria, LA","Alexandria, Louisiana Area","Alexandria, Louisiana Area",1,1,Main Match,,,,,
318,22860,"Fort Polk South, LA","Alexandria, Louisiana Area","Alexandria, Louisiana Area",0,0,Driving Distance,217.0,"DeRidder-Fort Polk South, LA",10780.0,"Alexandria, LA",49.62084
319,35020,"Natchez, MS-LA","Alexandria, Louisiana Area","Alexandria, Louisiana Area",0,0,Driving Distance,,,10780.0,"Alexandria, LA",84.79356
320,35060,"Natchitoches, LA","Alexandria, Louisiana Area","Alexandria, Louisiana Area",0,0,Driving Distance,,,10780.0,"Alexandria, LA",51.028866
321,26380,"Houma-Thibodaux, LA","Houma, Louisiana","Houma, Louisiana",1,1,Main Match,,,,,
322,29180,"Lafayette, LA","Lafayette, Louisiana Area","Lafayette, Louisiana Area",1,1,Main Match,318.0,"Lafayette-Opelousas-Morgan City, LA",,,
323,34020,"Morgan City, LA","Lafayette, Louisiana Area","Lafayette, Louisiana Area",0,0,CSA Match,318.0,"Lafayette-Opelousas-Morgan City, LA",,,
324,36660,"Opelousas, LA","Lafayette, Louisiana Area","Lafayette, Louisiana Area",0,0,CSA Match,318.0,"Lafayette-Opelousas-Morgan City, LA",,,
325,29340,"Lake Charles, LA","Lake Charles, Louisiana Area","Lake Charles, Louisiana Area",1,1,Main Match,,,,,
326,19760,"DeRidder, LA","Lake Charles, Louisiana Area","Lake Charles, Louisiana Area",0,0,Driving Distance,217.0,"DeRidder-Fort Polk South, LA",29340.0,"Lake Charles, LA",60.917366
327,33740,"Monroe, LA","Monroe, Louisiana Area","Monroe, Louisiana Area",1,1,Main Match,384.0,"Monroe-Ruston-Bastrop, LA",,,
328,12820,"Bastrop, LA","Monroe, Louisiana Area","Monroe, Louisiana Area",0,0,CSA Match,384.0,"Monroe-Ruston-Bastrop, LA",,,
329,40820,"Ruston, LA","Monroe, Louisiana Area","Monroe, Louisiana Area",0,0,CSA Match,384.0,"Monroe-Ruston-Bastrop, LA",,,
330,20980,"El Dorado, AR","Monroe, Louisiana Area","Monroe, Louisiana Area",0,0,Driving Distance,,,33740.0,"Monroe, LA",53.385105
331,35380,"New Orleans-Metairie, LA",Greater New Orleans Area,Greater New Orleans Area,1,1,Main Match,406.0,"New Orleans-Metairie-Hammond, LA-MS",,,
332,25220,"Hammond, LA",Greater New Orleans Area,Greater New Orleans Area,1,0,CSA Match,406.0,"New Orleans-Metairie-Hammond, LA-MS",,,
333,14220,"Bogalusa, LA",Greater New Orleans Area,Greater New Orleans Area,0,0,CSA Match,406.0,"New Orleans-Metairie-Hammond, LA-MS",,,
334,38100,"Picayune, MS",Greater New Orleans Area,Greater New Orleans Area,0,0,CSA Match,406.0,"New Orleans-Metairie-Hammond, LA-MS",,,
335,12940,"Baton Rouge, LA","Baton Rouge, Louisiana Area","Baton Rouge, Louisiana Area",1,1,Main Match,,,,,
336,32620,"McComb, MS","Baton Rouge, Louisiana Area","Baton Rouge, Louisiana Area",0,0,Driving Distance,,,12940.0,"Baton Rouge, LA",60.608547
337,43340,"Shreveport-Bossier City, LA","Shreveport, Louisiana Area","Shreveport, Louisiana Area",1,1,Main Match,,,,,
338,38340,"Pittsfield, MA","Pittsfield, Massachusetts Area","Pittsfield, Massachusetts Area",1,1,Main Match,,,,,
339,14460,"Boston-Cambridge-Newton, MA-NH",Greater Boston Area,Greater Boston Area,1,1,Main Match,148.0,"Boston-Worcester-Providence, MA-RI-NH-CT",,,
340,31700,"Manchester-Nashua, NH",Greater Boston Area,Greater Boston Area,1,0,Largest MSA within CSA,148.0,"Boston-Worcester-Providence, MA-RI-NH-CT",,,
341,49340,"Worcester, MA-CT",Greater Boston Area,Greater Boston Area,1,0,Largest MSA within CSA,148.0,"Boston-Worcester-Providence, MA-RI-NH-CT",,,
342,18180,"Concord, NH",Greater Boston Area,Greater Boston Area,0,0,Largest MSA within CSA,148.0,"Boston-Worcester-Providence, MA-RI-NH-CT",,,
343,29060,"Laconia, NH",Greater Boston Area,Greater Boston Area,0,0,Largest MSA within CSA,148.0,"Boston-Worcester-Providence, MA-RI-NH-CT",,,
344,12700,"Barnstable Town, MA","Barnstable/Yarmouth, Massachusetts Area","Barnstable/Yarmouth, Massachusetts Area",1,1,Main Match,148.0,"Boston-Worcester-Providence, MA-RI-NH-CT",,,
345,47240,"Vineyard Haven, MA","Barnstable/Yarmouth, Massachusetts Area","Barnstable/Yarmouth, Massachusetts Area",0,0,Driving Distance,,,12700.0,"Barnstable Town, MA",62.465824
346,44140,"Springfield, MA","Springfield, Massachusetts Area","Springfield, Massachusetts Area",1,1,Main Match,521.0,"Springfield-Greenfield Town, MA",,,
347,24640,"Greenfield Town, MA","Springfield, Massachusetts Area","Springfield, Massachusetts Area",0,0,CSA Match,521.0,"Springfield-Greenfield Town, MA",,,
348,17200,"Claremont-Lebanon, NH-VT","Springfield, Massachusetts Area","Springfield, Massachusetts Area",0,0,Driving Distance,,,44140.0,"Springfield, MA",126.012215
349,28300,"Keene, NH","Springfield, Massachusetts Area","Springfield, Massachusetts Area",0,0,Driving Distance,,,44140.0,"Springfield, MA",70.88913
350,19060,"Cumberland, MD-WV","Cumberland, Maryland Area","Cumberland, Maryland Area",1,1,Main Match,,,,,
351,34060,"Morgantown, WV","Cumberland, Maryland Area","Cumberland, Maryland Area",1,0,Driving Distance,390.0,"Morgantown-Fairmont, WV",19060.0,"Cumberland, MD-WV",90.72517
352,21180,"Elkins, WV","Cumberland, Maryland Area","Cumberland, Maryland Area",0,0,Driving Distance,,,19060.0,"Cumberland, MD-WV",111.74988
353,12580,"Baltimore-Columbia-Towson, MD","Baltimore, Maryland Area","Baltimore, Maryland Area",1,1,Main Match,548.0,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",,,
354,30340,"Lewiston-Auburn, ME","Lewiston/Auburn, Maine Area","Lewiston/Auburn, Maine Area",1,1,Main Match,438.0,"Portland-Lewiston-South Portland, ME",,,
355,12300,"Augusta-Waterville, ME","Lewiston/Auburn, Maine Area","Lewiston/Auburn, Maine Area",0,0,Driving Distance,,,30340.0,"Lewiston-Auburn, ME",43.990597
